"order_id";"order_year";"order_month";"order_revenue";"cumulative_revenue";"cumulative_percent";"abc_class"
10936;1998.0;3.0;570;1277912;"94%";B
10669;1997.0;9.0;570;1277912;"94%";B
10577;1997.0;6.0;569;1278481;"94%";B
10832;1998.0;1.0;569;1279050;"94%";B
10354;1996.0;11.0;569;1279619;"94%";B
10438;1997.0;2.0;568;1280186;"95%";B
10594;1997.0;7.0;566;1280752;"95%";B
10942;1998.0;3.0;560;1281872;"95%";B
10996;1998.0;4.0;560;1281872;"95%";B
10925;1998.0;3.0;559;1282431;"95%";B
11034;1998.0;4.0;554;1282985;"95%";B
10291;1996.0;8.0;553;1283538;"95%";B
10500;1997.0;4.0;551;1284089;"95%";B
10720;1997.0;10.0;550;1284639;"95%";B
10559;1997.0;6.0;548;1285187;"95%";B
10592;1997.0;7.0;544;1285730;"95%";B
10562;1997.0;6.0;543;1286273;"95%";B
10915;1998.0;2.0;539;1286813;"95%";C
10274;1996.0;8.0;539;1287351;"95%";C
10443;1997.0;2.0;538;1287889;"95%";C
10914;1998.0;2.0;538;1288426;"95%";C
10676;1997.0;9.0;535;1288961;"95%";C
10450;1997.0;2.0;531;1289493;"95%";C
10651;1997.0;9.0;530;1290023;"95%";C
11048;1998.0;4.0;525;1290548;"95%";C
10860;1998.0;1.0;519;1291586;"95%";C
10863;1998.0;2.0;519;1291586;"95%";C
10256;1996.0;7.0;518;1292104;"95%";C
10534;1997.0;5.0;517;1292621;"95%";C
10315;1996.0;9.0;517;1293138;"95%";C
10320;1996.0;10.0;516;1293654;"96%";C
10926;1998.0;3.0;514;1294168;"96%";C
11061;1998.0;4.0;510;1295188;"96%";C
11071;1998.0;5.0;510;1295188;"96%";C
10730;1997.0;11.0;510;1295698;"96%";C
11062;1998.0;4.0;508;1296206;"96%";C
10489;1997.0;3.0;502;1296708;"96%";C
10934;1998.0;3.0;500;1297708;"96%";C
10639;1997.0;8.0;500;1297708;"96%";C
10306;1996.0;9.0;499;1298207;"96%";C
10478;1997.0;3.0;496;1298703;"96%";C
10542;1997.0;5.0;494;1299197;"96%";C
10599;1997.0;7.0;493;1299690;"96%";C
11016;1998.0;4.0;492;1300181;"96%";C
10952;1998.0;3.0;491;1300672;"96%";C
10432;1997.0;1.0;485;1301157;"96%";C
10951;1998.0;3.0;483;1301640;"96%";C
10355;1996.0;11.0;480;1302120;"96%";C
10425;1997.0;1.0;480;1302600;"96%";C
10600;1997.0;7.0;480;1303080;"96%";C
10625;1997.0;8.0;480;1303560;"96%";C
10289;1996.0;8.0;479;1304039;"96%";C
10819;1998.0;1.0;477;1304993;"96%";C
10578;1997.0;6.0;477;1304993;"96%";C
10723;1997.0;10.0;468;1305462;"96%";C
10279;1996.0;8.0;468;1305930;"96%";C
10614;1997.0;7.0;464;1306394;"96%";C
10506;1997.0;4.0;462;1306856;"96%";C
10374;1996.0;12.0;459;1307315;"97%";C
10453;1997.0;2.0;453;1307768;"97%";C
10910;1998.0;2.0;453;1308221;"97%";C
10358;1996.0;11.0;452;1308673;"97%";C
10628;1997.0;8.0;450;1309123;"97%";C
10261;1996.0;7.0;448;1309571;"97%";C
10363;1996.0;11.0;447;1310018;"97%";C
10798;1997.0;12.0;447;1310464;"97%";C
10448;1997.0;2.0;443;1310908;"97%";C
10394;1996.0;12.0;442;1311350;"97%";C
10248;1996.0;7.0;440;1311790;"97%";C
10974;1998.0;3.0;439;1312229;"97%";C
10906;1998.0;2.0;428;1312656;"97%";C
10307;1996.0;9.0;424;1313080;"97%";C
10609;1997.0;7.0;424;1313504;"97%";C
10797;1997.0;12.0;420;1314344;"97%";C
10376;1996.0;12.0;420;1314344;"97%";C
10276;1996.0;8.0;420;1314764;"97%";C
10544;1997.0;5.0;417;1315181;"97%";C
10454;1997.0;2.0;414;1315595;"97%";C
10673;1997.0;9.0;412;1316008;"97%";C
10341;1996.0;10.0;412;1316420;"97%";C
11042;1998.0;4.0;406;1316826;"97%";C
10365;1996.0;11.0;403;1317229;"97%";C
10405;1997.0;1.0;400;1317629;"97%";C
10792;1997.0;12.0;400;1318029;"97%";C
10610;1997.0;7.0;399;1318428;"97%";C
10528;1997.0;5.0;396;1318824;"97%";C
10348;1996.0;11.0;396;1319220;"97%";C
10794;1997.0;12.0;393;1319613;"97%";C
10437;1997.0;2.0;393;1320006;"97%";C
11006;1998.0;4.0;392;1320398;"97%";C
10920;1998.0;3.0;390;1320788;"98%";C
10891;1998.0;2.0;388;1321176;"98%";C
10785;1997.0;12.0;388;1321951;"98%";C
10581;1997.0;6.0;388;1321951;"98%";C
10484;1997.0;3.0;386;1322337;"98%";C
10648;1997.0;8.0;382;1322720;"98%";C
10705;1997.0;10.0;378;1323098;"98%";C
10682;1997.0;9.0;376;1323473;"98%";C
10412;1997.0;1.0;372;1323845;"98%";C
10917;1998.0;3.0;366;1324211;"98%";C
10266;1996.0;7.0;365;1324576;"98%";C
11013;1998.0;4.0;361;1324937;"98%";C
11069;1998.0;5.0;360;1326377;"98%";C
10940;1998.0;3.0;360;1326377;"98%";C
10732;1997.0;11.0;360;1326377;"98%";C
10905;1998.0;2.0;360;1326377;"98%";C
10434;1997.0;2.0;360;1326737;"98%";C
10613;1997.0;7.0;358;1327095;"98%";C
10539;1997.0;5.0;356;1327451;"98%";C
10517;1997.0;4.0;352;1327803;"98%";C
10299;1996.0;9.0;350;1328152;"98%";C
10771;1997.0;12.0;344;1328496;"98%";C
11049;1998.0;4.0;342;1328838;"98%";C
10426;1997.0;1.0;338;1329176;"98%";C
10375;1996.0;12.0;338;1329514;"98%";C
10873;1998.0;2.0;337;1329851;"98%";C
10310;1996.0;9.0;336;1330187;"98%";C
10743;1997.0;11.0;336;1330523;"98%";C
10652;1997.0;9.0;332;1330855;"98%";C
10702;1997.0;10.0;330;1331515;"98%";C
10582;1997.0;6.0;330;1331515;"98%";C
11003;1998.0;4.0;326;1331841;"98%";C
10759;1997.0;11.0;320;1332161;"98%";C
10409;1997.0;1.0;319;1332480;"98%";C
10579;1997.0;6.0;318;1332798;"98%";C
10336;1996.0;10.0;317;1333115;"98%";C
10770;1997.0;12.0;315;1333430;"98%";C
10980;1998.0;3.0;310;1334050;"98%";C
10874;1998.0;2.0;310;1334050;"98%";C
10275;1996.0;8.0;307;1334357;"99%";C
10491;1997.0;3.0;305;1334662;"99%";C
11054;1998.0;4.0;305;1334967;"99%";C
11073;1998.0;5.0;300;1335567;"99%";C
11025;1998.0;4.0;300;1335567;"99%";C
11004;1998.0;4.0;295;1335862;"99%";C
10973;1998.0;3.0;292;1336154;"99%";C
10317;1996.0;9.0;288;1336442;"99%";C
10725;1997.0;10.0;288;1336730;"99%";C
10741;1997.0;11.0;285;1337015;"99%";C
10864;1998.0;2.0;282;1337297;"99%";C
10970;1998.0;3.0;280;1337857;"99%";C
10777;1997.0;12.0;280;1337857;"99%";C
10495;1997.0;4.0;278;1338135;"99%";C
10960;1998.0;3.0;277;1338411;"99%";C
10548;1997.0;5.0;275;1338687;"99%";C
10446;1997.0;2.0;274;1338960;"99%";C
11014;1998.0;4.0;270;1339230;"99%";C
10311;1996.0;9.0;269;1339499;"99%";C
11060;1998.0;4.0;266;1339765;"99%";C
10840;1998.0;1.0;264;1340029;"99%";C
10604;1997.0;7.0;256;1340286;"99%";C
11065;1998.0;5.0;253;1340538;"99%";C
10752;1997.0;11.0;252;1340790;"99%";C
10972;1998.0;3.0;252;1341042;"99%";C
10824;1998.0;1.0;251;1341292;"99%";C
10945;1998.0;3.0;245;1341537;"99%";C
11074;1998.0;5.0;244;1341782;"99%";C
10318;1996.0;10.0;240;1342022;"99%";C
10739;1997.0;11.0;240;1342502;"99%";C
10508;1997.0;4.0;240;1342502;"99%";C
10822;1998.0;1.0;238;1342740;"99%";C
10467;1997.0;3.0;235;1342975;"99%";C
10460;1997.0;2.0;235;1343210;"99%";C
10414;1997.0;1.0;231;1343441;"99%";C
10473;1997.0;3.0;230;1343672;"99%";C
10775;1997.0;12.0;228;1343900;"99%";C
10521;1997.0;4.0;225;1344125;"99%";C
10947;1998.0;3.0;220;1344345;"99%";C
10466;1997.0;3.0;216;1344561;"99%";C
10843;1998.0;1.0;212;1344773;"99%";C
10545;1997.0;5.0;210;1345193;"99%";C
11043;1998.0;4.0;210;1345193;"99%";C
11040;1998.0;4.0;200;1345593;"99%";C
10496;1997.0;4.0;200;1345593;"99%";C
10520;1997.0;4.0;200;1345793;"99%";C
10655;1997.0;9.0;193;1345986;"99%";C
10428;1997.0;1.0;192;1346178;"99%";C
10793;1997.0;12.0;191;1346369;"99%";C
10810;1998.0;1.0;187;1346556;"99%";C
10476;1997.0;3.0;182;1346739;"99%";C
10313;1996.0;9.0;182;1346921;"99%";C
10708;1997.0;10.0;180;1347102;"99%";C
10445;1997.0;2.0;175;1347277;"99%";C
10386;1996.0;12.0;166;1347443;"99%";C
10323;1996.0;10.0;164;1347607;"99%";C
10870;1998.0;2.0;160;1347767;"100%";C
10462;1997.0;3.0;156;1347923;"100%";C
10282;1996.0;8.0;155;1348078;"100%";C
10959;1998.0;3.0;155;1348388;"100%";C
10568;1997.0;6.0;155;1348388;"100%";C
10352;1996.0;11.0;154;1348542;"100%";C
10881;1998.0;2.0;150;1348692;"100%";C
10501;1997.0;4.0;149;1348841;"100%";C
10505;1997.0;4.0;148;1348989;"100%";C
10482;1997.0;3.0;147;1349136;"100%";C
10334;1996.0;10.0;145;1349281;"100%";C
10899;1998.0;2.0;144;1349425;"100%";C
10321;1996.0;10.0;144;1349569;"100%";C
10585;1997.0;7.0;142;1349712;"100%";C
10349;1996.0;11.0;142;1349853;"100%";C
10809;1998.0;1.0;140;1349993;"100%";C
10538;1997.0;5.0;140;1350133;"100%";C
10737;1997.0;11.0;140;1350273;"100%";C
10928;1998.0;3.0;138;1350410;"100%";C
10509;1997.0;4.0;137;1350547;"100%";C
10366;1996.0;11.0;136;1350683;"100%";C
10662;1997.0;9.0;125;1350808;"100%";C
10295;1996.0;9.0;122;1350930;"100%";C
10615;1997.0;7.0;120;1351050;"100%";C
10699;1997.0;10.0;114;1351164;"100%";C
10381;1996.0;12.0;112;1351276;"100%";C
10322;1996.0;10.0;112;1351388;"100%";C
10950;1998.0;3.0;110;1351608;"100%";C
10531;1997.0;5.0;110;1351608;"100%";C
10907;1998.0;2.0;108;1351716;"100%";C
10969;1998.0;3.0;108;1351824;"100%";C
10378;1996.0;12.0;103;1351927;"100%";C
10415;1997.0;1.0;102;1352030;"100%";C
10259;1996.0;7.0;101;1352131;"100%";C
10867;1998.0;2.0;98;1352229;"100%";C
10778;1997.0;12.0;96;1352325;"100%";C
10710;1997.0;10.0;93;1352419;"100%";C
10955;1998.0;3.0;93;1352512;"100%";C
10371;1996.0;12.0;91;1352603;"100%";C
10288;1996.0;8.0;89;1352692;"100%";C
10308;1996.0;9.0;89;1352781;"100%";C
10331;1996.0;10.0;89;1352869;"100%";C
10753;1997.0;11.0;88;1352957;"100%";C
11067;1998.0;5.0;87;1353044;"100%";C
10281;1996.0;8.0;86;1353131;"100%";C
10391;1996.0;12.0;86;1353217;"100%";C
11019;1998.0;4.0;76;1353293;"100%";C
10589;1997.0;7.0;72;1353365;"100%";C
10887;1998.0;2.0;70;1353435;"100%";C
10992;1998.0;4.0;70;1353505;"100%";C
10963;1998.0;3.0;68;1353573;"100%";C
10602;1997.0;7.0;65;1353638;"100%";C
10683;1997.0;9.0;63;1353701;"100%";C
10631;1997.0;8.0;62;1353763;"100%";C
11037;1998.0;4.0;60;1353823;"100%";C
10620;1997.0;8.0;58;1353880;"100%";C
10754;1997.0;11.0;55;1353936;"100%";C
10738;1997.0;11.0;52;1353988;"100%";C
10422;1997.0;1.0;50;1354038;"100%";C
10271;1996.0;8.0;48;1354086;"100%";C
10900;1998.0;2.0;45;1354266;"100%";C
11051;1998.0;4.0;45;1354266;"100%";C
10674;1997.0;9.0;45;1354266;"100%";C
11057;1998.0;4.0;45;1354266;"100%";C
10815;1998.0;1.0;40;1354306;"100%";C
10883;1998.0;2.0;36;1354342;"100%";C
10898;1998.0;2.0;30;1354372;"100%";C
10586;1997.0;7.0;28;1354428;"100%";C
10767;1997.0;12.0;28;1354428;"100%";C
10807;1997.0;12.0;18;1354446;"100%";C
10782;1997.0;12.0;12;1354459;"100%";C
